REGIONID,DUID,AssetType,SiteName,Owner,TechnologyType,FuelType
 QLD1 ,,Project,Miriam Vale Solar Farm - B,Private Energy Partners, Storage - Battery ,Solar - Solar
 NSW1 ,,Project,MNC000116 - Dubbo Firming Power Station,Squadron Energy Services Pty Ltd, Other - Other ,Fossil - Natural Gas
 NSW1 ,,Project,Moah Creek Solar Farm (RES),Moah Creek Solar Development Co Pty Ltd, Solar PV - Fixed ,Solar - Solar
 QLD1 ,,Project,Moah Creek Wind Farm,Moah Creek Wind Farm Project Co Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 NSW1 ,,Project,Moama Solar Farm,Moama Propertyco Pty Ltd as trustee for the Moama Property Trust, Solar PV - Single axis tracking ,Solar - Solar
 NSW1 ,,Project,Moama Solar Farm,Moama Propertyco Pty Ltd as trustee for the Moama Property Trust, Solar PV - Single axis tracking ,Solar - Solar
 SA1 ,,Project,Mobilong BESS,Mobilong ProjectCo Pty Ltd, Storage - Battery ,Other - Other
 VIC1 ,,Project,Mokoan Solar Farm,EE Solar 6 Pty Ltd as trustee for EE Solar 6 Trust, Solar PV - Single axis tracking ,Solar - Solar
 NSW1 ,,Project,Molong BESS (KCI),StorEnergy 3 Pty Ltd, Storage - Battery ,Other - Other
 NSW1 ,MOLNGSF1,Existing Plant,Molong Solar Farm,Molong Operations co Pty Ltd ATF Molong Operations Trust, Solar PV - Single axis tracking ,Solar - Solar
 NSW1 ,,Project,Monaro Solar Farm - KCI,Terrain Solar Pty Ltd, Solar PV - Fixed ,Solar - Solar
 SA1 ,,Project,Monash Solar Farm - KCI,1265 Warnecke Rd Pty Ltd, Solar PV - Fixed ,Solar - Solar
 QLD1 ,,Project,Monduran BESS - KCI,Eku Energy Projects (Australia) Trust, Storage - Battery ,Other - Other
 VIC1 ,,Project,Moonah Solar Farm - KCI,Venn Energy Pty Ltd / Moonah Solar Project Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar
 QLD1 ,,Project,Moonlight Range Wind Farm,Brookfield, Storage - Battery ,Other - Other
 QLD1 ,,Project,Moonlight Range Wind Farm,Brookfield, Wind Turbine - Onshore ,Wind - Wind
 VIC1 ,MOORBESS,Project,Moorabool BESS,Neoen Australia Pty Ltd, Storage - Battery ,Other - Other
 VIC1 ,MOORAWF1,Existing Plant,Moorabool Wind Farm,Moorabool Wind Farm Interface Company Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 NSW1 ,,Project,Moorambilla Solar Farm,Moorambilla Solar Pty Ltd, Solar PV - Fixed ,Solar - Solar
 NSW1 ,,Project,Moorebank Logistics Park Project,Energy Bay Fund Management, Solar PV - Fixed ,Solar - Solar
 NSW1 ,,Project,Moorebank Logistics Park Project,Energy Bay Fund Management, Storage - Battery ,Other - Other
 QLD1 ,,Existing Plant,Moranbah Generation Project,SUSTAINABLE ENERGY INFRASTRUCTURE, Reciprocating Engine - Compression ignition ,Fossil - Waste Coal Mine Gas
 QLD1 ,MBAHNTH,Existing Plant,Moranbah North,EDL Projects Australia Pty Ltd, Reciprocating Engine - Spark ignition ,Fossil - Waste Coal Mine Gas
 NSW1 ,,Project,Moree BESS,AE BESS 2 PTY LTD AS TRUSTEE FOR AE BESS 2 UNIT TRUST, Storage - Battery ,Other - Other
 NSW1 ,MOREESF1,Existing Plant,Moree Solar Farm,Moree Solar Farm Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar
 VIC1 ,,Project,Moreton Hill Wind Farm,Moreton Hill Wind Farm Nominees Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 SA1 ,,Project,Morgan Battery,NEMMCO, Storage - Battery ,Other - Other
 SA1 ,,Project,Morgan Long Duration Energy Storage - KCI,Origin Energy, Storage - Battery ,Other - Other
 SA1 ,,Project,Morgan Solar,Green Gold, Solar PV - Fixed ,Solar - Solar
 SA1 ,MWPS1PV1,Existing Plant,Morgan To Whyalla Pipeline No 1 PS And Water Filtration Plant,South Australian Water Corporation, Solar PV - Single axis tracking ,Solar - Solar
 SA1 ,MWPS2PV1,Existing Plant,Morgan To Whyalla Pipeline No 2 PS,South Australian Water Corporation, Solar PV - Single axis tracking ,Solar - Solar
 SA1 ,MWPS3PV1,Existing Plant,Morgan To Whyalla Pipeline No 3 PS,South Australian Water Corporation, Solar PV - Single axis tracking ,Solar - Solar
 SA1 ,MWPS4PV1,Existing Plant,Morgan To Whyalla Pipeline No 4 PS,South Australian Water Corporation, Solar PV - Single axis tracking ,Solar - Solar
 VIC1 ,,Project,Mornington BESS,Mornington BESS Project Pty Ltd as Trustee of Mornington BESS Project Trust, Storage - Battery ,Other - Other
 VIC1 ,MORTLK11,Existing Plant,Mortlake,Origin Energy Power Limited, Turbine - OCGT ,Fossil - Natural Gas Pipeline
 VIC1 ,MORTLK12,Existing Plant,Mortlake,Origin Energy Power Limited, Turbine - OCGT ,Fossil - Natural Gas Pipeline
 VIC1 ,,Project,Mortlake,Origin Energy Power Limited, Turbine - OCGT ,Fossil - Natural Gas
 VIC1 ,,Project,Mortlake Battery,BORAL, Storage - Battery ,Other - Other
 VIC1 ,,Project,Mortlake Energy Hub,brightnightpower_NR, Solar PV - Single axis tracking ,Solar - Solar
 VIC1 ,,Project,Mortlake Energy Hub,brightnightpower_NR, Storage - Battery ,Solar - Solar
 VIC1 ,MRTLSWF1,Existing Plant,Mortlake South Wind Farm,Mortlake South Wind Farm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 VIC1 ,MLWF1,Existing Plant,Mortons Lane Wind Farm,Mortons Lane Windfarm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 NSW1 ,,Project,Morundah Battery Storage,Photon Energy Engineering Australia Pty Ltd., Storage - Battery ,Solar - Solar
 NSW1 ,,Project,Morundah Solar Power Plant (Thermal),Photon Energy Engineering Australia Pty Ltd., Solar Thermal - Central collector ,Solar - Solar
 VIC1 ,,Project,Morwell BESS,ACE Power Development 2 Pty Ltd, Storage - Battery ,Other - Other
 QLD1 ,MEWF1,Existing Plant,Mount Emerald,Ratch Australia, Wind Turbine - Onshore ,Wind - Wind
 VIC1 ,,Project,Mount Fyans,Woolnorth Wind Farm Holding, Wind Turbine - Onshore ,Wind - Wind
 VIC1 ,,Project,Mount Fyans Wind Farm 2.0,Woolnorth Wing Farm Holding Pty Ltd, Storage - Battery ,Other - Other
 QLD1 ,,Project,Mount Hopeful Wind Farm,Mount Hopeful Wind Farm as trustee for Mount Hopeful Wind Farm Trust, Wind Turbine - Onshore ,Wind - Wind
 QLD1 ,,Project,Mount Tom BESS,Samsung C&T Renewable Energy Australia Pty Ltd, Storage - Battery ,Other - Other
 QLD1 ,,Project,Mount Tom Solar Farm,Samsung C&T Renewable Energy Australia Pty Ltd, Solar PV - Fixed ,Solar - Solar
 QLD1 ,,Project,Mount Walsh Wind Farm (Mainstream),Mainstream, Wind Turbine - Onshore ,Wind - Wind
 QLD1 ,MOUSF1,Existing Plant,Moura Solar Farm,Moura Solar Farm SPV Pty Ltd as the Trustee for Moura Solar Farm Unit Trust, Solar PV - Single axis tracking ,Solar - Solar
 QLD1 ,,Project,Mt Challenger BESS,Tetris Energy, Storage - Battery ,Other - Other
 QLD1 ,,Project,Mt Challenger Solar Farm,Tetris Energy, Solar PV - Fixed ,Solar - Solar
 QLD1 ,,Project,Mt Challenger Wind Farm,Tetris Energy, Wind Turbine - Onshore ,Wind - Wind
 QLD1 ,,Project,Mt Cotton Biomass Cogeneration Power Station,Darwalla Milling Co Pty Ltd, Turbine - Steam Sub Critical ,Other - Other
 VIC1 ,,Project,Mt Doran BESS,Iberdrola Australia Development Pty Ltd, Storage - Battery ,Other - Other
 QLD1 ,,Project,Mt Fox BESS - ARENA,Mount Fox BESS Pty Ltd, Storage - Battery ,Other - Other
 QLD1 ,,Project,Mt Fox Wind Farm,Mount Fox Energy Park Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 VIC1 ,MTGELWF1,Existing Plant,Mt Gellibrand Wind Farm,ACCIONA Energy, Wind Turbine - Onshore ,Wind - Wind
 VIC1 ,,Project,Mt Mercer BESS,Foresight Australia, Storage - Battery ,Other - Other
 VIC1 ,MERCER01,Existing Plant,Mt Mercer Wind Farm,Mt Mercer Windfarm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 SA1 ,MTMILLAR,Existing Plant,Mt Millar Wind Farm,MT MILLAR WIND FARM PTY LTD, Wind Turbine - Onshore ,Wind - Wind
 NSW1 ,MP2,Existing Plant,Mt Piper,EnergyAustralia NSW Pty Ltd, Turbine - Steam Sub Critical ,Fossil - Black Coal
 NSW1 ,MP1,Existing Plant,Mt Piper,EnergyAustralia NSW Pty Ltd, Turbine - Steam Sub Critical ,Fossil - Black Coal
 NSW1 ,,Project,Mt Piper BESS,Energy Australia Development Pty Ltd, Storage - Battery ,Other - Other
 QLD1 ,,Project,Mt Rawdon Pumped Hydro Energy Storage Project - KCI,Mount Rawdon trust, Storage - Pumped hydro ,Hydro - Water
 QLD1 ,MSTUART1,Existing Plant,Mt Stuart,Origin Energy Mt Stuart, Turbine - OCGT ,Fossil - Diesel
 QLD1 ,MSTUART2,Existing Plant,Mt Stuart,Origin Energy Mt Stuart, Turbine - OCGT ,Fossil - Diesel
 QLD1 ,MSTUART3,Existing Plant,Mt Stuart,Origin Energy Mt Stuart, Turbine - OCGT ,Fossil - Diesel
 NSW1 ,,Project,Mt View Wind Farm (KCI),Woodside Energy Technologies Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 NSW1 ,,Project,Mugga Lane BESS,LGI, Storage - Battery ,Other - Other
 NSW1 ,MLLFRHF1,Project,Mugga Lane Renewable Hybrid,LGIGEN, Other - Other ,Renewable Biomass or Waste - Landfill Gas
 NSW1 ,,Project,Mullion Creek Wind Farm,Mullion Creek Wind Farm P/L, Solar PV - Fixed ,Solar - Solar
 NSW1 ,,Project,Mulwala Solar Farm,Mulwala Solar Farm Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar
 QLD1 ,,Project,Munna Creek Solar Farm,Munna Creek Solar Farm Investments Pty Ltd as trustee for the Munna Creek Solar Farm Trust, Solar PV - Single axis tracking ,Solar - Solar
 VIC1 ,MUWAWF1,Existing Plant,Murra Warra Wind Farm - stage 1,Murra Warra Project Co Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 VIC1 ,MUWAWF2,Existing Plant,Murra Warra Wind Farm - stage 2,Murra Warra II Project Co Pty Ltd as Trustee for the Murra Warra II Project Trust, Wind Turbine - Onshore ,Wind - Wind
 VIC1 ,MURRAY,Existing Plant,Murray 1,Snowy Hydro Ltd, Hydro - Dam ,Hydro - Water
 VIC1 ,MURRAY,Existing Plant,Murray 2,Snowy Hydro Ltd, Hydro - Dam ,Hydro - Water
 SA1 ,MBPS2PV1,Existing Plant,Murray Bridge - Onkaparinga Pipeline Pump 2,South Australian Water Corporation, Solar PV - Single axis tracking ,Solar - Solar
 NSW1 ,,Project,Murrumburrah BESS - KCI,FIrm Power P/L, Storage - Battery ,Other - Other
 VIC1 ,,Project,Muskerry Solar Power Station - KCI,Edify Energy Pty Ltd, Solar PV - Fixed ,Solar - Solar
 TAS1 ,MUSSELR1,Existing Plant,Musselroe Wind Farm,Musselroe Wind Farm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 NSW1 ,,Project,Muswellbrook PRO BESS,Penso Power Australia P/L, Storage - Battery ,Other - Other
 NSW1 ,,Project,Muswellbrook Pumped Hydro,AGL Energy Limited, Hydro - Dam ,Hydro - Water
 NSW1 ,,Project,Muswellbrook Solar Farm,Ox2, Solar PV - Fixed ,Solar - Solar
 NSW1 ,,Project,Myrtle Creek BESS,ARK Energy Corporation Pty Ltd, Storage - Battery ,Other - Other
 NSW1 ,,Project,Myrtle Creek Solar Farm,Terrain Solar Pty Ltd, Solar PV - Fixed ,Solar - Solar
 VIC1 ,,Project,Naroghid,Alinta Energy Retail Sales Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 NSW1 ,,Project,Narrabri Hybrid Project,Narrabri Genesis Hold Pty Ltd ATF Narrabri Genesis Hold Trust, Storage - Battery ,Other - Other
 NSW1 ,,Project,Narrabri Hybrid Project,Narrabri Genesis Hold Pty Ltd ATF Narrabri Genesis Hold Trust, Solar PV - Single axis tracking ,Solar - Solar
 NSW1 ,,Project,Narrabri South Solar Farm,Canadian Solar, Solar PV - Fixed ,Solar - Solar
 NSW1 ,,Project,Narrandera BESS,Potentia Energy Group P/L, Storage - Battery ,Other - Other
 NSW1 ,,Project,Narrandera Solar Farm,Potentia Energy Group P/L, Solar PV - Fixed ,Solar - Solar
 NSW1 ,NASF1,Existing Plant,Narromine Solar Farm,Dubbo Solar Hub Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar
 QLD1 ,,Project,Nebo BESS (Baywa),BayWA r.e Projects Australia Pty Ltd, Storage - Battery ,Other - Other
 QLD1 ,,Project,Nebo BESS (Iberdrola) - KCI,Iberdrola Australia Development Pty Ltd., Storage - Battery ,Other - Other
 NSW1 ,NEVERSF1,Existing Plant,Nevertire Solar Farm,Nevertire Solar Pty Ltd as Trustee for the Nevertire Solar Trust, Solar PV - Single axis tracking ,Solar - Solar
 NSW1 ,NEWENSF1,Existing Plant,New England Solar Farm,ACEN AUSTRALIA, Solar PV - Single axis tracking ,Solar - Solar
 NSW1 ,NEWENSF2,Existing Plant,New England Solar Farm,ACEN AUSTRALIA, Solar PV - Single axis tracking ,Solar - Solar
 NSW1 ,,Project,New England Solar Farm,ACEN AUSTRALIA, Solar PV - Single axis tracking ,Solar - Solar
 NSW1 ,,Project,New England Solar Farm BESS,ACEN RENEWABLES, Storage - Battery ,Other - Other
 NSW1 ,,Project,New England Solar Farm BESS,ACEN RENEWABLES, Storage - Battery ,Other - Other
 NSW1 ,,Project,Newcastle Offshore Wind,Newcastle Offshore Wind Energy Pty Ltd, Wind Turbine - Offshore ,Wind - Wind
 VIC1 ,NPS,Existing Plant,Newport,EnergyAustralia Ecogen Pty Ltd, Turbine - Steam Sub Critical ,Fossil - Natural Gas Pipeline
 QLD1 ,,Project,Noblevale BESS (KCI),Zen Energy Future Pty Ltd, Storage - Battery ,Other - Other
 NSW1 ,,Project,Nonowie Wind Farm,Tilt Renewables Australia Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 VIC1 ,,Project,Normanville Energy Park - Wind (KCI),Westwind Development Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 QLD1 ,,Project,North Burnett Renewable Hub - BESS,X-Elio Australia Pty Ltd, Storage - Battery ,Other - Other
 QLD1 ,,Project,North Burnett Renewable Hub - Solar,X-Elio Australia Pty Ltd, Solar PV - Fixed ,Solar - Solar
 TAS1 ,,Project,North East Wind - KCI,ACEN North East Tasmania Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 QLD1 ,,Project,North Qld Bio-Energy Plant,North Queensland Bio-Energy Corporation Limited, Turbine - Steam Sub Critical ,Renewable Biomass or Waste - Biomass
 QLD1 ,,Project,North Qld Bio-Energy Plant,North Queensland Bio-Energy Corporation Limited, Turbine - Steam Sub Critical ,Renewable Biomass or Waste - Biomass
 VIC1 ,,Project,North Yarragon BESS - KCI,Zen Energy, Storage - Battery ,Other - Other
 TAS1 ,,Project,Northern Midlands Solar Farm,TasRex P/L, Solar PV - Fixed ,Solar - Solar
 TAS1 ,,Project,Northern Midlands Solar Farm - KCI,Connorville Estates Pty Ltd, Solar PV - Fixed ,Solar - Solar
 NSW1 ,,Project,Northern Tablelands Wind Farm,BORAL, Wind Turbine - Onshore ,Wind - Wind
 NSW1 ,,Project,Nottingham Park Solar Farm - KCI,NPSF Renewables Pty Ltd, Solar PV - Fixed ,Solar - Solar
 NSW1 ,,Project,Novocastrian Offshore Wind Farm,OceanEx Energy, Wind Turbine - Offshore ,Wind - Wind
 VIC1 ,,Project,Nowingi Solar Farm - Edify (KCI),Edify Energy Pty Ltd, Solar PV - Fixed ,Solar - Solar
 VIC1 ,,Project,Nowingi Solar Storage - Solar,Lyon Solar, Solar PV - Single axis tracking ,Solar - Solar
 VIC1 ,,Project,Nowingi Solar Storage - Storage,Lyon Solar, Storage - Battery ,Other - Other
 NSW1 ,,Project,NSW Energy Cluster,Alinta Energy Retail Sales Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 NSW1 ,,Project,NSW Gas Peaker,AGL Energy Limited, Reciprocating Engine - Compression ignition ,Fossil - Natural Gas
 VIC1 ,NUMURSF1,Existing Plant,Numurkah Solar Farm,Numurkah Solar Farm Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar
 VIC1 ,,Project,Nyaninyuk Wind Farm,Acciona Energy, Wind Turbine - Onshore ,Wind - Wind
 NSW1 ,NYNGAN1,Existing Plant,Nyngan Solar Plant,PARF Company 6 Pty Limited, Solar PV - Fixed ,Solar - Solar
 QLD1 ,OAKEY2SF,Existing Plant,Oakey 2 Solar Farm,RE Oakey Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar
 QLD1 ,OAKEY1,Existing Plant,Oakey Power Station,Oakey Power Holdings Pty Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline
 QLD1 ,OAKEY2,Existing Plant,Oakey Power Station,Oakey Power Holdings Pty Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline
 QLD1 ,OAKEY1SF,Existing Plant,Oakey Solar Farm,Oakey1 Asset Co Pty Ltd, Solar PV - Fixed ,Solar - Solar
 VIC1 ,OAKLAND1,Existing Plant,Oaklands Hill Wind Farm,Oaklands Hill Wind farm pty ltd, Wind Turbine - Onshore ,Wind - Wind
 QLD1 ,,Project,Oakville BESS,Samsung C&T Renewable Energy Australia Pty Ltd, Storage - Battery ,Other - Other
 QLD1 ,,Project,Oakville Solar Farm,Samsung C&T Renewable Energy Australia Pty Ltd, Solar PV - Fixed ,Solar - Solar
 QLD1 ,OAKYCREK,Existing Plant,Oaky Creek,EDL OCI Pty Ltd, Reciprocating Engine - Spark ignition ,Fossil - Waste Coal Mine Gas
 QLD1 ,OAKYCREK,Existing Plant,Oaky Creek,EDL OCI Pty Ltd, Reciprocating Engine - Spark ignition ,Fossil - Waste Coal Mine Gas
 QLD1 ,OAKY2,Existing Plant,Oaky Creek 2,EDL OCI PTY LTD, Reciprocating Engine - Spark ignition ,Fossil - Waste Coal Mine Gas
 NSW1 ,ORANA,Project,Orana BESS,Wellington Battery ProjectCo Pty Ltd, Storage - Battery ,Other - Other
 NSW1 ,,Project,Orange Grove Sun Farm,Overland Sun Farming Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar
 VIC1 ,,Project,Orsted Gippsland A&B Windfarm,orsted_nr, Wind Turbine - Offshore ,Wind - Wind
 VIC1 ,,Project,Orsted Gippsland C Windfarm,orsted_nr, Wind Turbine - Offshore ,Wind - Wind
 SA1 ,OSB-AG,Existing Plant,Osborne,Osborne Cogeneration Pty Ltd, Turbine - CCGT ,Fossil - Natural Gas Pipeline
 SA1 ,OSB-AG,Existing Plant,Osborne,Osborne Cogeneration Pty Ltd, Turbine - CCGT ,Fossil - Natural Gas Pipeline
 SA1 ,,Project,Osborne BESS,Osboourne Cogeneration P/L, Storage - Battery ,Other - Other
 NSW1 ,,Project,Oven Mountain Pumped Storage,Oven Mountain Pumped Storage, Storage - Pumped hydro ,Hydro - Water
 NSW1 ,,Project,Oxley Solar Farm,Oxley Solar Development Pty Ltd, Solar PV - Fixed ,Solar - Solar
 SA1 ,,Project,Pacific Green Energy Park - Limestone Coast North,Pacific Green, Storage - Battery ,Other - Other
 SA1 ,,Project,Pacific Green Energy Park - Limestone Coast West,Pacific Green, Storage - Battery ,Other - Other
 VIC1 ,,Project,Pacific Green Energy Park – Portland,Pacific Green Energy Park Cascade Trust, Storage - Battery ,Other - Other
 NSW1 ,,Project,Paling Yards Wind Farm,Paling Yards Development Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 SA1 ,,Project,Palmer Wind Farm,Tilt Renewables Australia Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 TAS1 ,,Project,Palmerston BESS (Akaysha),Palmerston ProjectCo Pty Ltd, Storage - Battery ,Other - Other
 TAS1 ,PALOONA,Existing Plant,Paloona,Hydro-Electric Corporation, Hydro - Dam ,Hydro - Water
 NSW1 ,,Project,Panorama BESS,PANORAMA BESS SUBCO PTY LTD as trustee for the PANORAMA BESS UNIT TRUST, Storage - Battery ,Other - Other
 SA1 ,,Project,Para Hill BESS,X-Elio Australia Pty Ltd, Storage - Battery ,Other - Other
 SA1 ,,Project,Para Substation/Gould Creek BESS,Gould Creek BESS Project Pty Ltd as trustee of GouldCreek BESSProject Trust, Storage - Battery ,Other - Other
 NSW1 ,PARSF1,Existing Plant,Parkes Solar Farm,Parkes Solar Farm Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar
 NSW1 ,,Project,Peel Valley BESS,Potentia Energy Group P/L, Storage - Battery ,Other - Other
 NSW1 ,,Project,Peel Valley Solar Farm,Potentia Energy Group P/L, Solar PV - Fixed ,Solar - Solar
 SA1 ,PPCCGT,Existing Plant,Pelican Point,Pelican Point Power Limited, Turbine - CCGT ,Fossil - Natural Gas Pipeline
 SA1 ,PPCCGT,Existing Plant,Pelican Point,Pelican Point Power Limited, Turbine - CCGT ,Fossil - Natural Gas Pipeline
 SA1 ,,Project,Penfield BESS,BESS PENFIELD PTY LTD, Storage - Battery ,Other - Other
 NSW1 ,,Project,Peninsula Solar Farm,Edify Energy Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar
 NSW1 ,,Project,Peninsula Solar Farm,Edify Energy Pty Ltd, Storage - Battery ,Other - Other
 VIC1 ,PIBESS1,Existing Plant,Philip Island BESS,Mondo Power, Storage - Battery ,Other - Other
 NSW1 ,,Project,Phoenix Pumped Hydro Project,ACEN Phoenix Pty Ltd, Storage - Pumped hydro ,Hydro - Water
 NSW1 ,,Project,Photon Energy Leeton,Photon Energy Leeton, Solar PV - Fixed ,Solar - Solar
 NSW1 ,,Project,Piambong Wind Farm - KCI,Piambong Wind Farm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 QLD1 ,,Project,Pikedale Wind Farm (KCI),Squadron Energy Developments Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 NSW1 ,PINDARI,Existing Plant,Pindari,AGL Hydro Partnership, Hydro - Dam ,Hydro - Water
 VIC1 ,,Project,Pine Lodge 2 BESS - KCI,ACEnergy Pty Ltd, Storage - Battery ,Other - Other
 VIC1 ,,Project,Pine Lodge BESS,ACEnergy, Storage - Battery ,Other - Other
 QLD1 ,,Project,Pinnacles BESS - Storage - KCI,Enervest Pty Ltd, Storage - Battery ,Other - Other
 NSW1 ,,Project,Pint Pot BESS,FRV Services Australia Pty Ltd, Storage - Battery ,Other - Other
 QLD1 ,,Project,Pioneer BESS - KCI,Edify Energy Pty Ltd, Storage - Battery ,Other - Other
 QLD1 ,,Existing Plant,Pioneer Sugar Mill,Pioneer Sugar Mills P/L, Turbine - Steam Sub Critical ,Renewable Biomass or Waste - Bagasse
 QLD1 ,,Existing Plant,Pioneer Sugar Mill,Pioneer Sugar Mills P/L, Turbine - Steam Sub Critical ,Renewable Biomass or Waste - Bagasse
 SA1 ,,Project,Planet Ark Power and Schneider Electric - PV and Battery Microgrid,Planet Ark Power and Schneider Electric, Solar PV - Fixed ,Solar - Solar
 SA1 ,,Project,Playford Battery,CFG, Storage - Battery ,Other - Other
 QLD1 ,,Project,Pleasant Hills Solar Farm - KCI,TotalEnergies Renewables Australia Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar
 QLD1 ,,Project,Pleystowe BESS,PLEYSTOWE BESS PTY LTD, Storage - Battery ,Other - Other
 QLD1 ,,Project,Pleystowe BESS (KCI),Pleystowe BESS P/L, Storage - Battery ,Other - Other
 TAS1 ,POAT110,Existing Plant,Poatina,Hydro-Electric Corporation, Hydro - Dam ,Hydro - Water
 TAS1 ,POAT220,Existing Plant,Poatina,Hydro-Electric Corporation, Hydro - Dam ,Hydro - Water
 SA1 ,PAREPS1,Existing Plant,Port Augusta Renewable Energy Park - Solar,PAREP 1 Pty Ltd, Solar PV - Fixed ,Solar - Solar
 SA1 ,PAREPW1,Existing Plant,Port Augusta Renewable Energy Park - Wind,PAREP 1 Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 SA1 ,,Project,Port Augusta Solar Farm (KCI),Edify Energy Pty Ltd, Solar PV - Fixed ,Solar - Solar
 NSW1 ,,Project,Port Kembla Power Station,Australian Industrial Power, Other - Other ,Other - Other
 TAS1 ,,Project,Port Latta Wind Farm,Oz Green Energy I Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 SA1 ,POR01,Existing Plant,Port Lincoln GT,Synergen Power Pty Ltd, Turbine - OCGT ,Fossil - Diesel
 SA1 ,POR03,Existing Plant,Port Lincoln GT,Synergen Power Pty Ltd, Turbine - OCGT ,Fossil - Diesel
 SA1 ,,Project,Port Pirie Solar Farm - KCI,Trafigura Hydrogen Australia, Solar PV - Fixed ,Solar - Solar
 SA1 ,PTSTAN1,Existing Plant,Port Stanvac 1,Snowy Hydro Ltd, Reciprocating Engine - Compression ignition ,Fossil - Diesel
 VIC1 ,,Project,Portland BESS,Pacific Green Energy Park Portland Pty Ltd, Storage - Battery ,Other - Other
 VIC1 ,,Project,Portland Renewables Project - KCI,HAMR Energy Pty Ltd, Storage - Battery ,Other - Other
 VIC1 ,PORTWF,Existing Plant,Portland Wind Farm,Pacific Hydro Portland Wind Farm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 VIC1 ,,Project,Portland Wind Farm - KCI,Vic Offshore Windfarm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 NSW1 ,,Project,Pottinger Energy Park - Battery - KCI,Pottinger Renewables P/L, Storage - Battery ,Other - Other
 NSW1 ,,Project,Pottinger Energy Park - Solar - KCI,Pottinger Renewables P/L, Solar PV - Fixed ,Solar - Solar
 NSW1 ,,Project,Pottinger Energy Park - Wind - KCI,Pottinger Renewables P/L, Wind Turbine - Onshore ,Wind - Wind
 VIC1 ,,Project,Prairie Solar Farm,Pacific Hydro Australia Developments Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar
 QLD1 ,,Project,Prairie WF & Wongalee WF,Prairie Wind Farm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 QLD1 ,,Project,Prairie WF & Wongalee WF,Prairie Wind Farm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 SA1 ,,Project,Project Monash - Solar - KCI,Monash Renewables Pty Ltd, Solar PV - Fixed ,Solar - Solar
 SA1 ,,Project,Project Monash - Storage - KCI,Monash Renewables Pty Ltd, Storage - Battery ,Other - Other
 QLD1 ,,Project,Proserpine Wind Farm - KCI,CI Proserpine Pty Ltd as trustee for the CI Proserpine Trust, Wind Turbine - Onshore ,Wind - Wind
 QLD1 ,,Project,Punchs Creek (Milmerran) BESS - New,Skylab, Storage - Battery ,Solar - Solar
 QLD1 ,,Project,Punchs Creek (Milmerran) BESS - New,Skylab, Storage - Battery ,Solar - Solar
 QLD1 ,,Project,Punch's Creek Renewable Energy,skylabgroup_NR, Solar PV - Single axis tracking ,Solar - Solar
 QLD1 ,,Project,QCG LNG Curtis Island Electrificaton - KCI,Shell QCG, Turbine - Other ,Geothermal - Geological heat
 SA1 ,QPS1,Existing Plant,Quarantine,Origin Energy Power Limited, Turbine - OCGT ,Fossil - Natural Gas Pipeline
 SA1 ,QPS2,Existing Plant,Quarantine,Origin Energy Power Limited, Turbine - OCGT ,Fossil - Natural Gas Pipeline
 SA1 ,QPS3,Existing Plant,Quarantine,Origin Energy Power Limited, Turbine - OCGT ,Fossil - Natural Gas Pipeline
